date,count,yd,wd,thi,tlo,rain,sun,wc,ws,air
2017-01-15,-1.1963208681599962,0.6190166385307428,0.9874639560909119,0.3260869565217391,0.1739130434782608,0.0,0.0,0.0416666666666666,0.0416666666666666,0.278
2017-01-16,-0.2567964622171026,0.6273355601206143,0.7169418695587801,0.3260869565217391,0.1956521739130435,0.0769230769230769,0.8,0.0076372393287735,0.0369544648321022,0.32
2017-01-17,0.6827279437257908,0.635616955336455,0.2830581304412212,0.3260869565217391,0.217391304347826,0.0384615384615384,0.5,0.0076372393287735,0.0369544648321022,0.33
2017-01-18,-0.8831460661790317,0.6438583836130835,0.012536043909088246,0.3043478260869565,0.2391304347826087,0.0,0.3,0.0076372393287735,0.0369544648321022,0.356
2017-01-19,-0.8831460661790317,0.6520574161637589,0.10908425876598488,0.3478260869565217,0.108695652173913,0.0,0.1,0.0416666666666666,0.0416666666666666,0.364
2017-01-20,0.9959027457067554,0.6602116366959556,0.4999999999999996,0.3043478260869565,0.1739130434782608,0.0,0.1,0.0416666666666666,0.0416666666666666,0.29
2017-01-21,0.3695531417448264,0.6683186421234552,0.8909157412340147,0.3695652173913043,0.1956521739130435,0.0,0.0,0.0416666666666666,0.0416666666666666,0.236
2017-01-22,0.6827279437257908,0.6763760432745474,0.987463956090912,0.4130434782608695,0.1956521739130435,0.0,0.1,0.0416666666666666,0.0416666666666666,0.41
2017-01-23,0.6827279437257908,0.6843814655961301,0.7169418695587795,0.4347826086956521,0.2391304347826087,0.0,0.2,0.0416666666666666,0.0416666666666666,0.388
2017-01-24,-0.5699712641980671,0.6923325498535006,0.2830581304412213,0.3695652173913043,0.2391304347826087,0.0,0.3,0.0416666666666666,0.0416666666666666,0.334
2017-01-25,0.05637833976386187,0.7002269528256333,0.012536043909088301,0.4347826086956521,0.2608695652173913,0.0,0.0,0.0416666666666666,0.0416666666666666,0.318
2017-01-26,-1.1963208681599962,0.7080623479957372,0.10908425876598482,0.4565217391304347,0.2608695652173913,0.0,0.2,0.0416666666666666,0.0416666666666666,0.378
2017-01-27,-1.1963208681599962,0.7158364262368919,0.4999999999999995,0.3695652173913043,0.2826086956521739,0.0,0.2,0.2083333333333333,0.2083333333333333,0.45
2017-01-28,-1.5094956701409605,0.7235468964925569,0.8909157412340157,0.4130434782608695,0.2826086956521739,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.572
2017-01-29,-0.8831460661790317,0.7311914864517575,0.987463956090912,0.3260869565217391,0.1956521739130435,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.476
2017-01-30,-1.1963208681599962,0.7387679432187442,0.7169418695587796,0.2826086956521739,0.1956521739130435,0.0,0.3,0.1508410016801218,0.0110420142082752,0.342
2017-01-31,-1.1963208681599962,0.7462740339769321,0.2830581304412214,0.217391304347826,0.1739130434782608,0.0769230769230769,0.8,0.0098891252329639,0.0385604900944608,0.166
2017-02-01,1.30907754768772,0.7537075466469227,0.012536043909088301,0.217391304347826,0.1956521739130435,0.0769230769230769,0.8,0.0301682003360243,0.0394582638250116,0.246
2017-02-02,-0.5699712641980671,0.7610662905384125,0.1090842587659836,0.2391304347826087,0.1956521739130435,0.0384615384615384,0.5,0.041585163232108,0.0226743476271666,0.302
2017-02-03,-1.5094956701409605,0.7683480969958002,0.4999999999999994,0.2608695652173913,0.1956521739130435,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.296
2017-02-04,0.6827279437257908,0.7755508200373,0.8909157412340145,0.4130434782608695,0.2391304347826087,0.0,0.0,0.0416666666666666,0.0416666666666666,0.332
2017-02-05,-0.8831460661790317,0.7826723369873714,0.987463956090912,0.4347826086956521,0.2608695652173913,0.0,0.1,0.0416666666666666,0.0416666666666666,0.278
2017-02-06,0.05637833976386187,0.7897105491022818,0.7169418695587797,0.3478260869565217,0.2391304347826087,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.186
2017-02-07,0.9959027457067554,0.796663382188616,0.2830581304412215,0.2608695652173913,0.1739130434782608,0.3461538461538461,0.8,0.0416666666666666,0.0416666666666666,0.158
2017-02-08,0.6827279437257908,0.8035287872145502,0.012536043909088357,0.3043478260869565,0.1956521739130435,0.3076923076923077,0.4,0.2083333333333333,0.2083333333333333,0.21
2017-02-09,-0.8831460661790317,0.8103047409137114,0.10908425876598465,0.3260869565217391,0.1739130434782608,0.0,0.2,0.0416666666666666,0.0416666666666666,0.246
2017-02-10,-1.1963208681599962,0.8169892463814433,0.4999999999999993,0.3695652173913043,0.1521739130434782,0.0,0.2,0.0076372393287735,0.0369544648321022,0.214
2017-02-11,-0.5699712641980671,0.823580333663303,0.8909157412340144,0.4130434782608695,0.1739130434782608,0.0,0.1,0.0416666666666666,0.0416666666666666,0.178
2017-02-12,0.3695531417448264,0.8300760603356159,0.987463956090912,0.4782608695652174,0.217391304347826,0.0,0.0,0.0416666666666666,0.0416666666666666,0.192
2017-02-13,-0.5699712641980671,0.8364745120779165,0.7169418695587798,0.5217391304347826,0.2608695652173913,0.0,0.2,0.0076372393287735,0.0369544648321022,0.218
2017-02-14,0.9959027457067554,0.8427738032371077,0.28305813044122163,0.4565217391304347,0.2608695652173913,0.0,0.2,0.0076372393287735,0.0369544648321022,0.22
2017-02-15,0.05637833976386187,0.8489720773831717,0.012536043909088357,0.5434782608695652,0.3478260869565217,0.0,0.3,0.0076372393287735,0.0369544648321022,0.232
2017-02-16,-0.8831460661790317,0.855067507856268,0.1090842587659846,0.5869565217391305,0.3478260869565217,0.0,0.1,0.0416666666666666,0.0416666666666666,0.266
2017-02-17,-0.5699712641980671,0.8610582983050581,0.49999999999999917,0.4782608695652174,0.3043478260869565,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.288
2017-02-18,0.05637833976386187,0.8669426832160996,0.8909157412340143,0.5,0.3043478260869565,0.0,0.2,0.0416666666666666,0.0416666666666666,0.332
2017-02-19,1.30907754768772,0.8727189284341501,0.987463956090912,0.5869565217391305,0.3478260869565217,0.0384615384615384,0.6,0.0416666666666666,0.0416666666666666,0.436
2017-02-20,0.3695531417448264,0.8783853316732313,0.7169418695587799,0.5,0.217391304347826,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.336
2017-02-21,-0.2567964622171026,0.8839402230183,0.28305813044122174,0.2391304347826087,0.1739130434782608,0.3461538461538461,0.8,0.1508410016801218,0.0110420142082752,0.124
2017-02-22,0.9959027457067554,0.8893819654173802,0.012536043909088412,0.3043478260869565,0.217391304347826,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.192
2017-02-23,-0.2567964622171026,0.8947089551640098,0.10908425876598449,0.3695652173913043,0.217391304347826,0.0,0.2,0.0416666666666666,0.0416666666666666,0.182
2017-02-24,-0.5699712641980671,0.8999196223698597,0.499999999999999,0.4130434782608695,0.2608695652173913,0.0,0.2,0.0416666666666666,0.0416666666666666,0.138
2017-02-25,0.6827279437257908,0.9050124314273875,0.8909157412340143,0.4782608695652174,0.2608695652173913,0.0,0.2,0.0416666666666666,0.0416666666666666,0.142
2017-02-26,-1.1963208681599962,0.9099858814623886,0.9874639560909113,0.5434782608695652,0.2826086956521739,0.0,0.2,0.0416666666666666,0.0416666666666666,0.156
2017-02-27,-1.1963208681599962,0.9148385067763094,0.71694186955878,0.5434782608695652,0.2826086956521739,0.0,0.2,0.0416666666666666,0.0416666666666666,0.17
2017-02-28,1.9354271516496488,0.9195688772781969,0.28305813044122186,0.5434782608695652,0.2826086956521739,0.0,0.2,0.0076372393287735,0.0369544648321022,0.192
2017-03-01,0.9959027457067554,0.924175598906152,0.012536043909089245,0.5434782608695652,0.217391304347826,0.0,0.0,0.0076372393287735,0.0369544648321022,0.202
2017-03-02,0.3695531417448264,0.9286573140381661,0.10908425876598443,0.5,0.2826086956521739,0.0,0.2,0.041585163232108,0.0226743476271666,0.136
2017-03-03,0.6827279437257908,0.9330127018922193,0.4999999999999989,0.4347826086956521,0.3260869565217391,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.186
2017-03-04,1.30907754768772,0.9372404789155199,0.8909157412340142,0.391304347826087,0.3043478260869565,0.0384615384615384,0.6,0.0416666666666666,0.0416666666666666,0.278
2017-03-05,0.9959027457067554,0.9413393991627736,0.9874639560909113,0.4347826086956521,0.3478260869565217,0.0,0.3,0.0416666666666666,0.0416666666666666,0.224
2017-03-06,-0.8831460661790317,0.9453082546633702,0.7169418695587801,0.5,0.2826086956521739,0.0,0.2,0.2083333333333333,0.2083333333333333,0.258
2017-03-07,0.6827279437257908,0.9491458757773765,0.28305813044122197,0.4782608695652174,0.2608695652173913,0.0,0.2,0.0416666666666666,0.0416666666666666,0.36
2017-03-08,2.874951557592542,0.9528511315402357,0.012536043909089245,0.5217391304347826,0.2608695652173913,0.0,0.2,0.0416666666666666,0.0416666666666666,0.266
2017-03-09,1.30907754768772,0.9564229299960678,0.10908425876598432,0.5217391304347826,0.3043478260869565,0.0,0.2,0.0416666666666666,0.0416666666666666,0.244
2017-03-10,1.30907754768772,0.9598602185194733,0.4999999999999988,0.4782608695652174,0.391304347826087,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.21
2017-03-11,0.9959027457067554,0.9631619841257475,0.8909157412340141,0.5217391304347826,0.4130434782608695,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.176
2017-03-12,1.6222523496686845,0.9663272537694112,0.9874639560909121,0.4347826086956521,0.2826086956521739,0.3846153846153846,0.8,0.0301682003360243,0.002208402841655,0.188
2017-03-13,-0.8831460661790317,0.9693550946309721,0.716941869558777,0.3695652173913043,0.2391304347826087,0.0769230769230769,0.8,0.0301682003360243,0.002208402841655,0.062
2017-03-14,0.05637833976386187,0.9722446143918306,0.2830581304412221,0.4347826086956521,0.2391304347826087,0.0,0.2,0.0076372393287735,0.0369544648321022,0.084
2017-03-15,-1.1963208681599962,0.9749949614972505,0.0125360439090893,0.3478260869565217,0.2391304347826087,0.0,0.3,0.0416666666666666,0.0416666666666666,0.122
2017-03-16,-0.5699712641980671,0.9776053254073158,0.10908425876598427,0.4347826086956521,0.2391304347826087,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.152
2017-03-17,-0.5699712641980671,0.9800749368358008,0.4999999999999951,0.3695652173913043,0.3043478260869565,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.186
2017-03-18,-1.5094956701409605,0.9824030679768823,0.8909157412340141,0.391304347826087,0.3043478260869565,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.196
2017-03-19,0.05637833976386187,0.9845890327196267,0.9874639560909113,0.391304347826087,0.3043478260869565,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.236
2017-03-20,0.05637833976386187,0.9866321868501913,0.7169418695587804,0.4565217391304347,0.3260869565217391,0.0,0.3,0.0416666666666666,0.0416666666666666,0.24
2017-03-21,-0.5699712641980671,0.9885319282416754,0.2830581304412254,0.4347826086956521,0.3478260869565217,0.2307692307692307,0.8,0.0416666666666666,0.0416666666666666,0.228
2017-03-22,-0.2567964622171026,0.9902876970315715,0.012536043909088523,0.4565217391304347,0.3260869565217391,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.124
2017-03-23,-0.2567964622171026,0.9918989757867582,0.10908425876598637,0.4565217391304347,0.3478260869565217,0.0769230769230769,0.8,0.0,0.0208333333333333,0.178
2017-03-24,-0.5699712641980671,0.9933652896559907,0.49999999999999856,0.3695652173913043,0.3043478260869565,0.0384615384615384,0.5,0.0301682003360243,0.002208402841655,0.096
2017-03-25,0.6827279437257908,0.9946862065098414,0.8909157412340117,0.5434782608695652,0.3478260869565217,0.0,0.2,0.0076372393287735,0.0369544648321022,0.156
2017-03-26,-0.8831460661790317,0.9958613370680507,0.9874639560909122,0.5869565217391305,0.3260869565217391,0.0,0.0,0.0076372393287735,0.0369544648321022,0.174
2017-03-27,-0.2567964622171026,0.9968903350142493,0.7169418695587773,0.6521739130434783,0.4130434782608695,0.0,0.1,0.0416666666666666,0.0416666666666666,0.168
2017-03-28,-0.8831460661790317,0.9977728970980191,0.2830581304412223,0.6956521739130435,0.4565217391304347,0.0,0.3,0.0416666666666666,0.0416666666666666,0.162
2017-03-29,-0.8831460661790317,0.9985087632242633,0.012536043909089356,0.6086956521739131,0.4347826086956521,0.1538461538461538,0.8,0.0416666666666666,0.0416666666666666,0.206
2017-03-30,-0.8831460661790317,0.999097716529857,0.10908425876598415,0.5,0.3695652173913043,0.0384615384615384,0.6,0.0416666666666666,0.0416666666666666,0.236
2017-03-31,-0.5699712641980671,0.9995395834475577,0.500000000000002,0.6086956521739131,0.3695652173913043,0.0,0.2,0.0416666666666666,0.0416666666666666,0.154
2017-04-01,0.05637833976386187,0.9998342337571565,0.8909157412340138,0.6086956521739131,0.391304347826087,0.0,0.1,0.0416666666666666,0.0416666666666666,0.158
2017-04-02,0.9959027457067554,0.999981580623855,0.9874639560909113,0.6521739130434783,0.4130434782608695,0.0,0.2,0.0416666666666666,0.0416666666666666,0.148
2017-04-03,-0.2567964622171026,0.999981580623855,0.7169418695587806,0.5869565217391305,0.4347826086956521,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.168
2017-04-04,-1.1963208681599962,0.9998342337571565,0.28305813044122563,0.5217391304347826,0.4347826086956521,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.174
2017-04-05,0.6827279437257908,0.9995395834475577,0.012536043909088579,0.5869565217391305,0.4565217391304347,0.2307692307692307,0.8,0.0076372393287735,0.0369544648321022,0.274
2017-04-06,0.05637833976386187,0.999097716529857,0.10908425876598626,0.6086956521739131,0.4130434782608695,0.0384615384615384,0.5,0.0076372393287735,0.0369544648321022,0.096
2017-04-07,-1.5094956701409605,0.9985087632242633,0.4999999999999983,0.6304347826086957,0.5434782608695652,0.0384615384615384,0.5,0.0076372393287735,0.0369544648321022,0.172
2017-04-08,1.30907754768772,0.9977728970980191,0.8909157412340116,0.5869565217391305,0.4565217391304347,0.1538461538461538,0.8,0.0416666666666666,0.0416666666666666,0.182
2017-04-09,-0.5699712641980671,0.9968903350142493,0.9874639560909122,0.5434782608695652,0.391304347826087,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.054
2017-04-10,-0.5699712641980671,0.9958613370680507,0.7169418695587775,0.391304347826087,0.3260869565217391,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.054
2017-04-11,-1.1963208681599962,0.9946862065098414,0.2830581304412225,0.5217391304347826,0.3695652173913043,0.0,0.2,0.0416666666666666,0.0416666666666666,0.124
2017-04-12,-0.5699712641980671,0.9933652896559908,0.012536043909089412,0.6521739130434783,0.3695652173913043,0.0,0.1,0.0416666666666666,0.0416666666666666,0.144
2017-04-13,0.6827279437257908,0.9918989757867582,0.10908425876598393,0.6739130434782609,0.4347826086956521,0.0,0.0,0.0416666666666666,0.0416666666666666,0.16
2017-04-14,-0.5699712641980671,0.9902876970315715,0.4999999999999946,0.7391304347826086,0.5,0.0,0.0,0.0416666666666666,0.0416666666666666,0.138
2017-04-15,-0.8831460661790317,0.9885319282416754,0.8909157412340137,0.7608695652173914,0.5652173913043478,0.1153846153846153,0.8,0.0416666666666666,0.0416666666666666,0.158
2017-04-16,-0.2567964622171026,0.9866321868501913,0.9874639560909114,0.6956521739130435,0.4782608695652174,0.2307692307692307,0.8,0.0416666666666666,0.0416666666666666,0.174
2017-04-17,0.3695531417448264,0.9845890327196268,0.7169418695587808,0.7608695652173914,0.4565217391304347,0.0,0.1,0.0076372393287735,0.0369544648321022,0.108
2017-04-18,0.05637833976386187,0.9824030679768823,0.28305813044122585,0.782608695652174,0.5217391304347826,0.0,0.2,0.0076372393287735,0.0369544648321022,0.196
2017-04-19,-0.5699712641980671,0.9800749368358008,0.012536043909088634,0.7608695652173914,0.5217391304347826,0.0384615384615384,0.5,0.0301682003360243,0.002208402841655,0.2
2017-04-20,-0.5699712641980671,0.9776053254073158,0.1090842587659861,0.6739130434782609,0.4565217391304347,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.14
2017-04-21,-0.2567964622171026,0.9749949614972505,0.49999999999999806,0.6521739130434783,0.391304347826087,0.0,0.2,0.0416666666666666,0.0416666666666666,0.134
2017-04-22,-0.8831460661790317,0.9722446143918306,0.8909157412340114,0.6956521739130435,0.4130434782608695,0.0,0.1,0.0416666666666666,0.0416666666666666,0.144
2017-04-23,0.3695531417448264,0.9693550946309721,0.9874639560909122,0.6956521739130435,0.4782608695652174,0.0,0.2,0.0416666666666666,0.0416666666666666,0.14
2017-04-24,-0.2567964622171026,0.9663272537694112,0.7169418695587841,0.7391304347826086,0.5217391304347826,0.1923076923076923,0.5,0.0416666666666666,0.0416666666666666,0.148
2017-04-25,-1.1963208681599962,0.9631619841257475,0.28305813044121636,0.6086956521739131,0.4347826086956521,0.1538461538461538,0.8,0.0416666666666666,0.0416666666666666,0.104
2017-04-26,-0.8831460661790317,0.9598602185194733,0.012536043909087857,0.5,0.4347826086956521,0.0769230769230769,0.8,0.1508410016801218,0.0110420142082752,0.126
2017-04-27,-0.8831460661790317,0.9564229299960678,0.10908425876598382,0.717391304347826,0.4130434782608695,0.0,0.2,0.0416666666666666,0.0416666666666666,0.13
2017-04-28,-1.5094956701409605,0.9528511315402357,0.5000000000000014,0.7608695652173914,0.4565217391304347,0.0,0.0,0.0416666666666666,0.0416666666666666,0.116
2017-04-29,-0.2567964622171026,0.9491458757773764,0.8909157412340136,0.7608695652173914,0.4565217391304347,0.0,0.1,0.0076372393287735,0.0369544648321022,0.122
2017-04-30,-0.8831460661790317,0.9453082546633702,0.9874639560909131,0.8043478260869565,0.5217391304347826,0.0769230769230769,0.5,0.0076372393287735,0.0369544648321022,0.134
2017-05-01,-1.1963208681599962,0.9413393991627739,0.7169418695587874,0.6956521739130435,0.5652173913043478,0.0769230769230769,0.5,0.0098891252329639,0.0031061765722058,0.124
2017-05-02,-0.2567964622171026,0.9372404789155199,0.28305813044121964,0.7391304347826086,0.5434782608695652,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.144
2017-05-03,0.6827279437257908,0.9330127018922194,0.01253604390908869,0.6086956521739131,0.4782608695652174,0.1153846153846153,0.5,0.0416666666666666,0.0416666666666666,0.094
2017-05-04,0.6827279437257908,0.9286573140381662,0.10908425876598593,0.717391304347826,0.5,0.0,0.0,0.0416666666666666,0.0416666666666666,0.108
2017-05-05,-0.5699712641980671,0.924175598906152,0.4999999999999978,0.6956521739130435,0.5,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.182
2017-05-06,-1.1963208681599962,0.9195688772781969,0.8909157412340113,0.6304347826086957,0.4782608695652174,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.216
2017-05-07,-0.8831460661790317,0.9148385067763095,0.9874639560909123,0.5652173913043478,0.4565217391304347,0.1538461538461538,0.8,0.0416666666666666,0.0416666666666666,0.182
2017-05-08,-1.1963208681599962,0.9099858814623886,0.7169418695587844,0.6521739130434783,0.5,0.0,0.2,0.0416666666666666,0.0416666666666666,0.114
2017-05-09,-0.8831460661790317,0.9050124314273876,0.2830581304412166,0.8043478260869565,0.5217391304347826,0.0,0.1,0.0416666666666666,0.0416666666666666,0.11
2017-05-10,-0.8831460661790317,0.8999196223698598,0.012536043909087913,0.7391304347826086,0.5434782608695652,0.3461538461538461,0.8,0.0416666666666666,0.0416666666666666,0.134
2017-05-11,0.05637833976386187,0.8947089551640098,0.10908425876598365,0.6956521739130435,0.5,0.1153846153846153,0.5,0.0416666666666666,0.0416666666666666,0.09
2017-05-12,0.05637833976386187,0.8893819654173803,0.4999999999999941,0.8260869565217391,0.5434782608695652,0.0,0.1,0.0416666666666666,0.0416666666666666,0.09
2017-05-13,-0.5699712641980671,0.8839402230183,0.8909157412340134,0.8695652173913043,0.5652173913043478,0.0,0.2,0.0416666666666666,0.0416666666666666,0.124
2017-05-14,-0.8831460661790317,0.8783853316732313,0.9874639560909131,0.8043478260869565,0.5869565217391305,0.0769230769230769,0.5,0.0076372393287735,0.0369544648321022,0.152
2017-05-15,0.05637833976386187,0.8727189284341501,0.7169418695587876,0.7391304347826086,0.4782608695652174,0.0,0.2,0.0076372393287735,0.0369544648321022,0.11
2017-05-16,-0.2567964622171026,0.8669426832160996,0.28305813044121986,0.7608695652173914,0.5217391304347826,0.0,0.2,0.0076372393287735,0.0369544648321022,0.112
2017-05-17,-0.8831460661790317,0.8610582983050581,0.012536043909088745,0.8043478260869565,0.5434782608695652,0.0,0.0,0.0416666666666666,0.0416666666666666,0.122
2017-05-18,0.6827279437257908,0.855067507856268,0.10908425876598582,0.8043478260869565,0.5434782608695652,0.0,0.3,0.0416666666666666,0.0416666666666666,0.138
2017-05-19,0.05637833976386187,0.8489720773831719,0.49999999999999756,0.717391304347826,0.5434782608695652,0.0,0.3,0.0416666666666666,0.0416666666666666,0.14
2017-05-20,-1.5094956701409605,0.8427738032371077,0.8909157412340112,0.782608695652174,0.5869565217391305,0.0,0.2,0.0416666666666666,0.0416666666666666,0.138
2017-05-21,-0.2567964622171026,0.8364745120779165,0.9874639560909124,0.6956521739130435,0.5869565217391305,0.1538461538461538,0.8,0.0416666666666666,0.0416666666666666,0.144
2017-05-22,-1.1963208681599962,0.830076060335616,0.7169418695587909,0.717391304347826,0.5869565217391305,0.2307692307692307,0.8,0.0416666666666666,0.0416666666666666,0.094
2017-05-23,0.05637833976386187,0.823580333663303,0.2830581304412232,0.6739130434782609,0.5217391304347826,0.0,0.3,0.0098891252329639,0.0031061765722058,0.074
2017-05-24,-0.8831460661790317,0.8169892463814434,0.012536043909089578,0.717391304347826,0.5217391304347826,0.0,0.3,0.0416666666666666,0.0416666666666666,0.088
2017-05-25,0.05637833976386187,0.8103047409137115,0.10908425876598793,0.782608695652174,0.5434782608695652,0.0,0.1,0.0416666666666666,0.0416666666666666,0.108
2017-05-26,-1.1963208681599962,0.8035287872145501,0.500000000000001,0.8478260869565217,0.5434782608695652,0.0,0.0,0.0076372393287735,0.0369544648321022,0.14
2017-05-27,-0.2567964622171026,0.796663382188616,0.8909157412340133,0.8695652173913043,0.5652173913043478,0.0,0.0,0.0076372393287735,0.0369544648321022,0.148
2017-05-28,-0.8831460661790317,0.7897105491022819,0.9874639560909132,0.8695652173913043,0.5652173913043478,0.0,0.0,0.0076372393287735,0.0369544648321022,0.156
2017-05-29,-0.5699712641980671,0.7826723369873714,0.7169418695587878,0.8478260869565217,0.6086956521739131,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.156
2017-05-30,-0.5699712641980671,0.7755508200373,0.28305813044122013,0.782608695652174,0.6304347826086957,0.0769230769230769,0.5,0.0416666666666666,0.0416666666666666,0.144
2017-05-31,-1.1963208681599962,0.7683480969958003,0.012536043909088801,0.8260869565217391,0.6304347826086957,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.158
2017-06-01,-0.2567964622171026,0.7610662905384125,0.10908425876598121,0.8478260869565217,0.6304347826086957,0.0,0.2,0.0416666666666666,0.0416666666666666,0.156
2017-06-02,-1.1963208681599962,0.7537075466469227,0.4999999999999902,0.8478260869565217,0.6086956521739131,0.0,0.2,0.0416666666666666,0.0416666666666666,0.17
2017-06-03,-0.8831460661790317,0.7462740339769323,0.8909157412340154,0.8043478260869565,0.6086956521739131,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.17
2017-06-04,-0.8831460661790317,0.7387679432187442,0.9874639560909124,0.6521739130434783,0.5434782608695652,0.3461538461538461,0.8,0.2083333333333333,0.2083333333333333,0.108
2017-06-05,0.05637833976386187,0.7311914864517574,0.7169418695587847,0.5869565217391305,0.4782608695652174,0.1153846153846153,0.5,0.2083333333333333,0.2083333333333333,0.07
2017-06-06,0.6827279437257908,0.7235468964925571,0.283058130441217,0.7391304347826086,0.5652173913043478,0.0,0.1,0.0416666666666666,0.0416666666666666,0.102
2017-06-07,-0.2567964622171026,0.7158364262368919,0.012536043909088024,0.782608695652174,0.5869565217391305,0.0,0.1,0.0416666666666666,0.0416666666666666,0.142
2017-06-08,-0.2567964622171026,0.7080623479957373,0.10908425876598338,0.8043478260869565,0.5869565217391305,0.1153846153846153,0.6,0.0416666666666666,0.0416666666666666,0.118
2017-06-09,-0.5699712641980671,0.7002269528256334,0.4999999999999936,0.7391304347826086,0.6086956521739131,0.3076923076923077,0.8,0.0416666666666666,0.0416666666666666,0.122
2017-06-10,-1.5094956701409605,0.6923325498535006,0.8909157412340087,0.6521739130434783,0.5652173913043478,0.1538461538461538,0.8,0.0076372393287735,0.0369544648321022,0.068
2017-06-11,-0.2567964622171026,0.6843814655961301,0.9874639560909116,0.6956521739130435,0.5652173913043478,0.1538461538461538,0.8,0.0076372393287735,0.0369544648321022,0.082
2017-06-12,0.05637833976386187,0.6763760432745475,0.7169418695587817,0.7391304347826086,0.5869565217391305,0.0769230769230769,0.8,0.0076372393287735,0.0369544648321022,0.086
2017-06-13,-0.2567964622171026,0.6683186421234553,0.283058130441214,0.6304347826086957,0.5434782608695652,0.0384615384615384,0.5,0.0416666666666666,0.0416666666666666,0.078
2017-06-14,-1.1963208681599962,0.6602116366959556,0.012536043909087247,0.6521739130434783,0.5434782608695652,0.0769230769230769,0.8,0.0416666666666666,0.0416666666666666,0.104
